0.746516,0
0.752971,0.00456462
0.753534,0.00307759
0.744338,0.00829149
0.750571,0.00866462
0.749059,0.00735124
0.74723,0.00652459
0.745573,0.00591568
0.748365,0.00588053
0.751994,0.00631366
0.748078,0.00684751
0.74944,0.00641088
0.750967,0.00609705
0.750392,0.00568867
0.748618,0.005579
0.749478,0.00529617
0.750961,0.00518821
0.749055,0.0052384
0.749378,0.00497264
0.750447,0.00483755
0.749496,0.00469982
0.749754,0.00449327
0.74961,0.00430021
0.749039,0.00415884
0.750074,0.00411923
0.750388,0.00397279
0.749774,0.00387291
0.749464,0.00374697
0.749705,0.00362555
0.749251,0.00353311
0.750236,0.00355396
0.748783,0.00372837
0.749262,0.00364605
0.750101,0.00363409
0.749906,0.00353547
0.749778,0.00343958
0.750257,0.00337976
0.750677,0.00331682
0.749609,0.00339934
0.750807,0.00351896
0.750258,0.00347558
0.749928,0.00340847
0.750489,0.00337509
0.75064,0.00330176
0.749893,0.0033119
0.750135,0.00324877
0.750623,0.00321598
0.750616,0.00314898
0.749447,0.00329444
0.749983,0.00327181
0.750251,0.00321862
0.750294,0.00315701
0.750268,0.00309756
0.750346,0.0030412
0.750303,0.00298621
0.750843,0.00298123
0.750586,0.00293996
0.750287,0.0029044
0.750493,0.00286244
0.750427,0.00281548
0.750591,0.00277407
0.750213,0.0027549
0.750808,0.00277464
0.750543,0.00274389
0.750412,0.00270482
0.750473,0.00266454
0.750178,0.00264107
0.750465,0.0026178
0.750528,0.00258062
0.750243,0.00255949
0.750292,0.0025239
0.75064,0.00251278
0.750437,0.00248652
0.7504,0.00245319
0.750409,0.0024205
0.750247,0.00239407
0.750408,0.00236835
0.750351,0.00233866
0.750771,0.00234636
0.750495,0.00233319
0.750635,0.00230859
0.750508,0.00228392
0.75057,0.00225724
0.750464,0.00223284
0.7507,0.00221897
0.750689,0.0021932
0.75063,0.00216878
0.750734,0.00214665
0.75104,0.00214421
0.750682,0.00215
0.750834,0.00213171
0.751052,0.00211968
0.750639,0.00213676
0.750589,0.00211461
0.750835,0.00210653
0.750798,0.0020849
0.750892,0.0020655
0.750978,0.00204621
0.750691,0.00204546
0.750527,0.00203159
0.750828,0.00203366
0.750874,0.00201425
0.750614,0.00201139
0.750674,0.00199293
0.750942,0.00199192
0.750658,0.00199336
0.750858,0.00198476
0.750881,0.00196652
0.750789,0.00195068
0.750636,0.00193892
0.750492,0.00192674
0.750546,0.00191029
0.750647,0.00189603
0.750544,0.00188222
0.750638,0.00186824
0.750618,0.00185224
0.750868,0.0018531
0.750325,0.00191522
0.750688,0.00193332
0.750635,0.00191793
0.750734,0.00190462
0.750449,0.00191028
0.750534,0.00189664
0.750662,0.00188567
0.750719,0.00187144
0.75049,0.00187053
0.750755,0.00187453
0.750528,0.0018736
0.750813,0.00188066
0.750682,0.00187077
0.750833,0.00186255
0.750733,0.00185111
0.750826,0.00183953
0.750613,0.00183806
0.75077,0.00183114
0.75094,0.00182555
0.750767,0.00182049
0.750707,0.00180829
0.750573,0.00180018
0.750736,0.00179464
0.750402,0.00181261
0.750278,0.00180409
0.750415,0.00179668
0.750301,0.00178784
0.75027,0.00177579
0.750427,0.00177061
0.750342,0.0017606
0.750288,0.00174953
0.750461,0.00174634
0.750319,0.00174052
0.750322,0.001729
0.750345,0.00171778
0.75036,0.00170661
0.75025,0.00169902
0.750295,0.00168864
0.750471,0.00168696
0.750531,0.00167728
0.750187,0.0017014
0.750429,0.00170779
0.750434,0.00169712
0.750375,0.00168762
0.75048,0.00168048
0.750607,0.00167492
0.750319,0.00168931
0.750446,0.0016839
0.75042,0.00167397
0.750433,0.001664
0.750527,0.00165675
0.750318,0.00166012
0.750459,0.00165637
0.750499,0.00164716
0.750325,0.00164678
0.750436,0.00164096
0.750511,0.00163328
0.750537,0.00162414
0.750425,0.0016188
0.750592,0.00161829
0.75056,0.00160952
0.750396,0.00160879
0.750475,0.00160176
0.750583,0.00159657
0.750321,0.00160912
0.750267,0.00160124
0.750502,0.00160967
0.750393,0.00160466
0.750375,0.00159613
0.750478,0.00159092
0.750404,0.00158419
0.750558,0.00158321
0.750419,0.00158095
0.750391,0.00157292
0.750541,0.00157185
0.750439,0.00156699
0.750505,0.00156028
0.750586,0.00155437
0.750561,0.00154663
0.750593,0.00153911
0.750586,0.00153135
0.750684,0.00152678
0.750597,0.0015216
