1.29123,0
1.23906,0.0368885
1.35437,0.0973048
1.43361,0.100176
1.45073,0.0815911
1.46007,0.0685247
1.43992,0.0616249
1.44117,0.0539344
1.45323,0.0492726
1.47081,0.0473775
1.47656,0.0434177
1.48546,0.0407023
1.4804,0.0378856
1.48834,0.0360028
1.47653,0.0354879
1.49881,0.0396515
1.5266,0.0460397
1.51675,0.0445224
1.51472,0.0422253
1.52517,0.0413854
1.51896,0.0398766
1.51896,0.0380641
1.51532,0.0365827
1.52376,0.0360179
1.52428,0.0345809
1.51819,0.0337821
1.51502,0.032679
1.51807,0.0316534
1.51467,0.0307437
1.5119,0.0298431
1.50832,0.0290951
1.50654,0.02824
1.50849,0.0274513
1.507,0.0266845
1.49931,0.0270069
1.50073,0.0262943
1.50794,0.0265534
1.50161,0.0266
1.499,0.0260456
1.49123,0.0265266
1.48542,0.0265094
1.4875,0.0259602
1.48508,0.0254694
1.49183,0.0257707
1.4883,0.0254389
1.48589,0.025
1.48855,0.0246091
1.48818,0.0240992
1.48754,0.0236159
1.48729,0.0231449
1.48399,0.0229257
1.48402,0.0224848
1.48089,0.0222776
1.48557,0.022352
1.49304,0.0231591
1.48809,0.0232682
1.48473,0.0231021
1.4839,0.0227185
1.48154,0.0224558
1.48361,0.0221762
1.48432,0.0218241
1.48071,0.0217684
1.47991,0.0214377
1.47692,0.0213106
1.47658,0.0209853
1.47395,0.0208316
1.47056,0.020795
1.47215,0.0205504
1.46927,0.0204543
1.4678,0.0202146
1.4693,0.0199853
1.46869,0.0197171
1.46861,0.0194472
1.46665,0.0192833
1.46512,0.0190861
1.46699,0.0189263
1.46681,0.0186814
1.46881,0.0185487
1.47129,0.0184794
1.47,0.0182936
1.46982,0.0180687
1.46597,0.0182541
1.47206,0.019026
1.47368,0.0188677
1.47556,0.0187396
1.47894,0.0188242
1.48115,0.018737
1.48213,0.0185494
1.48302,0.0183625
1.48151,0.0182208
1.48154,0.0180206
1.48137,0.0178256
1.48075,0.0176446
1.48002,0.017472
1.47802,0.0174017
1.47464,0.0175463
1.47329,0.0174174
1.47531,0.0173571
1.47453,0.0171994
1.47579,0.017074
1.47401,0.016998
1.47556,0.0169016
1.47365,0.0168443
1.47453,0.0167052
1.47507,0.0165547
1.4739,0.0164395
1.47438,0.0162927
1.47639,0.0162665
1.47589,0.0161252
1.47617,0.0159811
1.47413,0.0159669
1.47368,0.0158307
1.47611,0.0158757
1.47654,0.0157423
1.47463,0.0157202
1.47511,0.0155918
1.47359,0.0155323
1.47368,0.0154009
1.47187,0.0153775
1.47351,0.0153362
1.47452,0.0152431
1.47407,0.0151248
1.47302,0.0150383
1.47331,0.0149198
1.47341,0.0148008
1.47422,0.0147059
1.47427,0.0145902
1.47423,0.0144762
1.47653,0.0145455
1.47653,0.0144336
1.47833,0.0144358
1.47702,0.0143863
1.47998,0.0145805
1.48094,0.0145029
1.47914,0.0145068
1.47674,0.0145974
1.47692,0.014492
1.47662,0.01439
1.47526,0.0143503
1.47362,0.0143421
1.47292,0.0142572
1.47255,0.0141616
1.47053,0.014206
1.46949,0.0141456
1.47108,0.0141377
1.47134,0.0140432
1.47123,0.0139481
1.46937,0.0139767
1.46837,0.013919
1.46966,0.0138861
1.47093,0.0138519
1.47087,0.0137609
1.46989,0.0137054
1.47112,0.0136714
1.47299,0.0137103
1.47227,0.0136413
1.47438,0.0137165
1.47336,0.0136676
1.47354,0.0135829
1.47409,0.0135091
1.47588,0.0135438
1.4748,0.0135037
1.47398,0.0134455
1.47457,0.0133763
1.47533,0.0133167
1.4759,0.0132486
1.4764,0.0131787
1.47716,0.0131224
1.4779,0.0130655
1.47766,0.0129908
1.47721,0.0129228
1.47787,0.0128647
1.4791,0.0128493
1.48011,0.0128148
1.48046,0.0127463
1.48003,0.0126812
1.48025,0.0126116
1.47999,0.0125434
1.47958,0.0124802
1.47956,0.0124108
1.48146,0.0124871
1.48143,0.0124185
1.48367,0.0125496
1.48562,0.0126321
1.48532,0.0125673
1.48656,0.0125607
1.48591,0.01251
1.48626,0.0124483
1.48602,0.0123849
1.48545,0.0123328
1.48653,0.0123154
1.48573,0.0122767
1.48608,0.012218
1.48682,0.0121775
1.48643,0.0121214
1.48732,0.0120922
1.48772,0.0120375
1.48748,0.011979
1.48731,0.0119201
1.48715,0.0118616
