0,-0.473085,0
1000,-0.4313,0.0295468
2000,-0.447546,0.0237481
3000,-0.450122,0.0179502
4000,-0.446877,0.0146506
5000,-0.451515,0.0129221
6000,-0.453295,0.011198
7000,-0.449399,0.0104542
8000,-0.449695,0.0092968
9000,-0.450781,0.00843032
10000,-0.451792,0.00772426
11000,-0.453161,0.0072008
12000,-0.452562,0.00667173
13000,-0.453874,0.00632297
14000,-0.451862,0.00621335
15000,-0.452043,0.00582765
16000,-0.452276,0.00548947
17000,-0.452788,0.00520836
18000,-0.451052,0.0052154
19000,-0.452882,0.00526564
20000,-0.45182,0.00512088
21000,-0.450059,0.00518199
22000,-0.450843,0.00501569
23000,-0.449885,0.00489735
24000,-0.448796,0.00482092
25000,-0.448279,0.00466317
26000,-0.447516,0.00455253
27000,-0.446594,0.00448234
28000,-0.446383,0.00433271
29000,-0.445614,0.00425601
30000,-0.446243,0.00416499
31000,-0.445146,0.0041769
32000,-0.445727,0.00409049
33000,-0.446574,0.00405702
34000,-0.447086,0.0039732
35000,-0.447548,0.00388966
36000,-0.448258,0.00384876
37000,-0.447936,0.00376088
38000,-0.448335,0.00368552
39000,-0.449219,0.00369798
40000,-0.449869,0.00366446
41000,-0.450349,0.00360852
42000,-0.450912,0.00356817
43000,-0.450978,0.00348768
44000,-0.451746,0.00349378
45000,-0.451432,0.00343188
46000,-0.451184,0.00336779
47000,-0.451353,0.00330185
48000,-0.451845,0.00327094
49000,-0.451688,0.00320932
50000,-0.45134,0.00316514
51000,-0.451517,0.00310919
52000,-0.451264,0.00306079
53000,-0.450971,0.00301803
54000,-0.451621,0.00303234
55000,-0.452014,0.00300351
56000,-0.452614,0.00301005
57000,-0.452884,0.00297029
58000,-0.453012,0.00292271
59000,-0.453326,0.00289078
60000,-0.45313,0.00285005
61000,-0.45358,0.00283945
62000,-0.453654,0.00279534
63000,-0.453968,0.00276927
64000,-0.453379,0.00278861
65000,-0.453543,0.00275116
66000,-0.453557,0.00271014
67000,-0.453623,0.00267107
68000,-0.453025,0.00269841
69000,-0.452604,0.00269253
70000,-0.452828,0.00266388
71000,-0.452794,0.00262709
72000,-0.451859,0.00275256
73000,-0.451181,0.00279768
74000,-0.451486,0.00277699
75000,-0.451506,0.00274052
76000,-0.451454,0.00270543
77000,-0.451323,0.00267388
78000,-0.451257,0.00264087
79000,-0.450979,0.00262236
80000,-0.450863,0.00259258
81000,-0.450818,0.00256135
82000,-0.451099,0.00254587
83000,-0.450916,0.0025221
84000,-0.4509,0.00249248
85000,-0.45084,0.00246423
86000,-0.450257,0.00250384
87000,-0.450536,0.00249085
88000,-0.450642,0.00246512
89000,-0.450492,0.00244226
90000,-0.450633,0.00241945
91000,-0.450683,0.00239368
92000,-0.450362,0.00238935
93000,-0.45039,0.00236409
94000,-0.450265,0.00234248
95000,-0.449376,0.00248105
96000,-0.449588,0.00246448
97000,-0.449367,0.00244914
98000,-0.449685,0.00244487
99000,-0.449845,0.00242569
100000,-0.449995,0.00240631
101000,-0.450141,0.00238714
102000,-0.449637,0.00241669
103000,-0.449924,0.00241041
104000,-0.449863,0.00238822
105000,-0.450005,0.0023699
106000,-0.44984,0.00235345
107000,-0.450002,0.0023372
108000,-0.45034,0.00234009
109000,-0.450196,0.00232322
110000,-0.449834,0.00233034
111000,-0.449927,0.00231137
112000,-0.449922,0.00229092
113000,-0.449564,0.00229866
114000,-0.449544,0.00227876
115000,-0.449151,0.00229265
116000,-0.448815,0.00229762
117000,-0.448839,0.00227828
118000,-0.448737,0.00226138
119000,-0.448859,0.00224579
120000,-0.448532,0.00225086
121000,-0.448741,0.00224208
122000,-0.4486,0.00222827
123000,-0.448806,0.00221981
124000,-0.448226,0.00227661
125000,-0.448357,0.00226232
126000,-0.448555,0.00225316
127000,-0.44835,0.00224485
128000,-0.448407,0.00222818
129000,-0.448166,0.00222404
130000,-0.448162,0.00220706
131000,-0.448045,0.00219347
132000,-0.448308,0.00219274
133000,-0.447874,0.00221901
134000,-0.448153,0.00222006
135000,-0.447878,0.00222066
136000,-0.44803,0.00220964
137000,-0.44794,0.00219545
138000,-0.447813,0.00218332
139000,-0.447646,0.00217413
140000,-0.447367,0.00217653
141000,-0.447023,0.00218824
142000,-0.446768,0.00218771
143000,-0.446704,0.00217345
144000,-0.446831,0.00216214
145000,-0.446762,0.00214843
146000,-0.446774,0.00213385
147000,-0.44661,0.00212571
148000,-0.445988,0.00220049
149000,-0.445871,0.00218897
150000,-0.445533,0.00220031
151000,-0.445654,0.00218913
152000,-0.445589,0.00217576
153000,-0.445678,0.00216342
154000,-0.445679,0.00214946
155000,-0.445784,0.00213825
156000,-0.445789,0.00212463
157000,-0.445483,0.00213311
158000,-0.445017,0.00216997
