0 0 0
1 0.318739 0.137279
2 0.368909 0.156586
3 0.320562 0.147833
4 0.28267 0.154806
5 0.560322 0.188498
6 0.411855 0.179389
7 0.305069 0.107253
8 0.532145 0.130644
9 0.267372 0.152882
10 0.107868 0.11897
11 0.211336 0.137642
12 0.273212 0.101029
13 0.168234 0.124062
14 0.352591 0.112989
15 0.234437 0.111022
16 0.211141 0.145135
17 0.143667 0.128589
18 0.305874 0.0945916
19 0.403055 0.087077
20 0.531599 0.0958923
21 0.238179 0.113174
22 0.409583 0.09963
23 0.368161 0.0804266
24 0.144118 0.0885141
25 0.267358 0.0821906
26 0.419748 0.105893
27 0.480456 0.0975052
28 0.334398 0.0987494
29 0.207083 0.091271
30 0.33715 0.0895573
31 0.144045 0.0904369
32 0.337837 0.0931329
33 0.280065 0.080139
34 0.449826 0.103985
35 0.264021 0.082925
36 0.421242 0.102336
37 0.319773 0.071555
38 0.409984 0.10793
39 0.507996 0.07956
40 0.208273 0.0969239
41 0.505345 0.0675129
42 0.396353 0.0978772
43 0.327255 0.0847401
44 0.126726 0.0949852
45 0.273145 0.118884
46 0.50413 0.124281
47 0.287565 0.0757864
48 0.21524 0.0898254
49 0.0404224 0.113929
50 0.334438 0.103969
51 0.336225 0.0936123
52 0.331546 0.0665561
53 0.391696 0.0613934
54 0.294919 0.0819439
55 0.182748 0.0906977
56 0.323769 0.0818651
57 0.278928 0.0730198
58 0.201941 0.0805475
59 0.205742 0.0769242
60 0.349045 0.0528566
61 0.237901 0.0703404
62 0.24534 0.0922741
63 0.291312 0.0947262
64 0.369673 0.0879075
65 0.170467 0.0807301
66 0.318483 0.0940014
67 0.381317 0.0794247
68 0.285531 0.0657399
69 0.294517 0.115207
70 0.321163 0.0792055
71 0.501765 0.107528
72 0.359333 0.0938937
73 0.371345 0.0632103
74 0.401702 0.0924732
75 0.310224 0.0839553
76 0.26595 0.106529
77 0.190083 0.106189
78 0.386002 0.0867029
79 0.413799 0.0714564
80 0.330067 0.108289
81 0.266846 0.0924929
82 0.256318 0.0765486
83 0.220785 0.0882498
84 0.379668 0.0937156
85 0.194149 0.110594
86 0.33086 0.0891718
87 0.358694 0.0918163
88 0.362483 0.0580555
89 0.337516 0.0994631
90 0.283416 0.0870627
91 0.284706 0.0828396
92 0.277574 0.116762
93 0.293626 0.0913657
94 0.25947 0.0991907
95 0.302376 0.0576339
96 0.185776 0.0823282
97 0.447954 0.10088
98 0.307755 0.0819263
99 0.21797 0.0750765
100 0.327843 0.0620565
101 0.317874 0.118237
102 0.311764 0.0894164
103 0.434927 0.0857879
104 0.459516 0.086876
105 0.406398 0.0764475
106 0.189264 0.0929206
107 0.361633 0.077648
108 0.382667 0.0628657
109 0.47474 0.0880814
110 0.373743 0.0938566
111 0.328843 0.0636912
112 0.453711 0.090126
113 0.394116 0.0958898
114 0.246999 0.117235
115 0.325394 0.0749746
116 0.229682 0.0842213
117 0.226089 0.102635
118 0.319922 0.0724018
119 0.295744 0.109171
120 0.335201 0.0913134
121 0.378719 0.0894137
122 0.0929822 0.0725901
123 0.236031 0.0931773
124 0.211005 0.100321
125 0.317433 0.0898056
126 0.457121 0.0913934
127 0.29764 0.101892
128 0.399088 0.0737331
129 0.348003 0.0802176
130 0.346883 0.0683534
131 0.274409 0.0573859
132 0.443049 0.101575
133 0.296209 0.0871562
134 0.349445 0.084605
135 0.267294 0.0771105
136 0.287353 0.0705095
137 0.32681 0.0751794
138 0.365534 0.0995133
139 0.388658 0.0919547
140 0.208753 0.1243
141 0.172577 0.104991
142 0.346194 0.0905774
143 0.407685 0.10585
144 0.333935 0.108369
145 0.288941 0.0732685
146 0.268323 0.0618771
147 0.247088 0.0650432
148 0.577065 0.0779132
149 0.284816 0.0808334
150 0.270488 0.10517
151 0.186897 0.111494
152 0.260492 0.096356
153 0.429049 0.0887761
154 0.383495 0.0819427
155 0.409661 0.0904131
156 0.0773528 0.0863546
157 0.370686 0.108627
158 0.454262 0.104731
159 0.406999 0.0799829
160 0.393143 0.106926
161 0.423491 0.0960393
162 0.289196 0.104228
163 0.354306 0.0944854
164 0.373142 0.0906512
165 0.342469 0.0823625
166 0.338383 0.0912448
167 0.293319 0.0806809
168 0.278461 0.111143
169 0.186476 0.0769403
170 0.395322 0.0906033
171 0.309852 0.0932105
172 0.349708 0.0798126
173 0.278096 0.0904809
174 0.53524 0.0944572
175 0.2855 0.111891
176 0.540569 0.125472
177 0.505609 0.0890401
178 0.454569 0.0728123
179 0.458011 0.122309
180 0.252142 0.114215
181 0.435248 0.103908
182 0.444621 0.119853
183 0.250236 0.123181
184 0.560193 0.0980024
185 0.345879 0.127647
186 0.235853 0.0776985
187 0.328045 0.0938673
188 0.540665 0.11806
189 0.117012 0.138262
190 0.25001 0.136252
191 0.0963252 0.137529
192 0.111909 0.125713
193 0.380485 0.122183
194 0.0715898 0.144113
195 0.301884 0.149699
196 0.217667 0.131057
197 0.429179 0.112937
198 0.202785 0.153565
199 0 0
