0,1.20395,0
1,1.20894,0.00352648
2,1.21223,0.00357005
3,1.21341,0.00286657
4,1.2135,0.00229454
5,1.21357,0.00191324
6,1.21382,0.00165574
7,1.21416,0.00148369
8,1.21471,0.00141827
9,1.21518,0.00134968
10,1.21472,0.00130063
11,1.21293,0.00209451
12,1.21006,0.00336675
13,1.20773,0.00384776
14,1.20672,0.00372069
15,1.20586,0.00358748
16,1.20574,0.00337848
17,1.20588,0.0031937
18,1.20545,0.00305393
19,1.20494,0.00294266
20,1.20447,0.00284137
21,1.20357,0.00285017
22,1.20235,0.00297539
23,1.20143,0.00299167
24,1.2008,0.00293565
25,1.20025,0.00287428
26,1.19982,0.0028005
27,1.19957,0.00271116
28,1.19941,0.00262226
29,1.19916,0.00254709
30,1.19885,0.00248399
31,1.1988,0.00240689
32,1.1991,0.00235284
33,1.19958,0.00233175
34,1.2,0.00230347
35,1.20037,0.0022684
36,1.20094,0.00227865
37,1.20152,0.00229156
38,1.20189,0.0022623
39,1.20228,0.00223901
40,1.20222,0.00218517
41,1.20154,0.00223768
42,1.20131,0.00219718
43,1.20156,0.00216144
44,1.20169,0.00211718
45,1.20159,0.00207344
46,1.20166,0.00203044
47,1.20164,0.00198825
48,1.20129,0.00197839
49,1.20076,0.00200742
50,1.20029,0.0020237
51,1.19986,0.00202976
52,1.19947,0.00202864
53,1.19911,0.00202205
54,1.19873,0.00202049
55,1.19828,0.00203321
56,1.19784,0.00204549
57,1.19733,0.0020734
58,1.19673,0.00212208
59,1.19641,0.00211166
60,1.19637,0.00207737
61,1.19638,0.0020439
62,1.19627,0.00201468
63,1.19593,0.00201187
64,1.19543,0.00204168
65,1.19493,0.00207163
66,1.19472,0.00205138
67,1.19472,0.00202122
68,1.19469,0.00199215
69,1.19464,0.00196419
70,1.1946,0.00193689
71,1.1946,0.00191
72,1.19466,0.00188468
73,1.19466,0.00185922
74,1.19444,0.00184755
75,1.19403,0.00186741
76,1.19374,0.00186569
77,1.19364,0.0018449
78,1.1937,0.00182276
79,1.19389,0.00180955
80,1.19412,0.00180148
81,1.1943,0.00178897
82,1.19437,0.00176867
83,1.19431,0.00174872
84,1.19441,0.00173129
85,1.19467,0.00173019
86,1.19493,0.00172995
87,1.19516,0.00172571
88,1.19531,0.00171232
89,1.19544,0.00169827
90,1.19563,0.00169042
91,1.19589,0.00169159
92,1.19616,0.00169567
93,1.19636,0.00168948
94,1.19644,0.00167338
95,1.19633,0.00165963
96,1.19625,0.00164425
97,1.19632,0.00162874
98,1.19645,0.00161761
99,1.19663,0.00161142
