0,1.44728,0
1,1.44728,1.55558e-06
2,1.44728,1.03839e-06
3,1.44728,1.1863e-06
4,1.44727,4.34451e-06
5,1.44727,3.78966e-06
6,1.44727,3.51389e-06
7,1.44727,3.67949e-06
8,1.44726,3.86871e-06
9,1.44726,4.98016e-06
10,1.44726,5.76526e-06
11,1.44725,6.20845e-06
12,1.44725,6.00864e-06
13,1.44725,5.59253e-06
14,1.44725,5.25587e-06
15,1.44725,5.00511e-06
16,1.44725,4.90596e-06
17,1.44725,4.86712e-06
18,1.44725,4.88799e-06
19,1.44724,4.82378e-06
20,1.44724,4.85008e-06
21,1.44724,4.73406e-06
22,1.44724,4.62432e-06
23,1.44724,4.49269e-06
24,1.44724,4.44791e-06
25,1.44724,4.38473e-06
26,1.44724,4.30746e-06
27,1.44724,4.19609e-06
28,1.44724,4.09296e-06
29,1.44723,4.0471e-06
30,1.44723,3.9672e-06
31,1.44723,3.88589e-06
32,1.44723,3.85261e-06
33,1.44723,3.99847e-06
34,1.44723,4.10204e-06
35,1.44723,4.14689e-06
36,1.44723,4.21048e-06
37,1.44723,4.21997e-06
38,1.44723,4.172e-06
39,1.44723,4.14087e-06
40,1.44722,4.34337e-06
41,1.44722,4.50881e-06
42,1.44722,4.64489e-06
43,1.44722,4.7375e-06
44,1.44722,4.84598e-06
45,1.44722,4.99196e-06
46,1.44721,5.09679e-06
47,1.44721,5.21669e-06
48,1.44721,5.25083e-06
49,1.44721,5.26197e-06
50,1.44721,5.25232e-06
51,1.44721,5.28333e-06
52,1.44721,5.29593e-06
53,1.44721,5.27176e-06
54,1.44721,5.25828e-06
55,1.4472,5.32233e-06
56,1.4472,5.41727e-06
57,1.4472,5.46578e-06
58,1.4472,5.52813e-06
59,1.4472,5.57862e-06
60,1.4472,5.66e-06
61,1.4472,5.81001e-06
62,1.44719,5.92858e-06
63,1.44719,5.99301e-06
64,1.44719,6.0326e-06
65,1.44719,6.06928e-06
66,1.44719,6.06653e-06
67,1.44719,6.05216e-06
68,1.44719,6.03697e-06
69,1.44719,6.00791e-06
70,1.44719,5.97279e-06
71,1.44719,5.95459e-06
72,1.44718,5.93487e-06
73,1.44718,5.93688e-06
74,1.44718,5.92019e-06
75,1.44718,5.90972e-06
76,1.44718,5.92815e-06
77,1.44718,5.9662e-06
78,1.44718,6.03464e-06
79,1.44718,6.09723e-06
80,1.44718,6.13409e-06
81,1.44717,6.18896e-06
82,1.44717,6.21696e-06
83,1.44717,6.22396e-06
84,1.44717,6.22645e-06
85,1.44717,6.21842e-06
86,1.44717,6.22556e-06
87,1.44717,6.25107e-06
88,1.44717,6.25103e-06
89,1.44717,6.24837e-06
90,1.44717,6.27897e-06
91,1.44716,6.29163e-06
92,1.44716,6.30299e-06
93,1.44716,6.29781e-06
94,1.44716,6.2906e-06
95,1.44716,6.27985e-06
96,1.44716,6.27832e-06
97,1.44716,6.2895e-06
98,1.44716,6.3043e-06
99,1.44716,6.33339e-06
